keywords,len
ENVIRONMENTALREGULATION,1
PERFORMANCE,1
IMPACT,1
DRIVERS,1
Piracy,1
Software,1
Innovation,1
Intellectual property,2
RESEARCHANDDEVELOPMENT,1
INTELLECTUAL PROPERTY,2
MOVIE PIRACY,2
TECHNOLOGICALINNOVATION,1
DEVELOPMENT SPILLOVERS,2
SALES DISPLACEMENT,2
PRODUCTMARKET,1
RECORDED MUSIC,2
PROTECTION,1
COPYRIGHT,1
,1
ONACHIP,1
RECENT PROGRESS,2
Weak appropriability regimes,3
Nonpatent IP protection mechanisms,4
Value appropriation,2
FIRMS,1
multinationals,1
innovation,1
IPR protection,2
institutional distance,2
patents,1
inventive capabilities,2
RESEARCHANDDEVELOPMENT,1
FOREIGN DIRECTINVESTMENT,2
INTELLECTUAL PROPERTY,2
DYNAMIC CAPABILITIES,2
ABSORPTIVECAPACITY,1
KNOWLEDGE TRANSFER,2
DETERMINANTS,1
TECHNOLOGY,1
LOCATION,1
FIRM,1
Environmental protection tax,3
Environmental protection subsidy,3
Digital green innovation DGI,4
Resource base,2
Technological innovation capability,3
High pollution enterprise,3
PERFORMANCE,1
IMPACT,1
dissection with patent false lumen,5
stroke due to air embolism,5
acute type a aortic dissection,5
deep hypothermic circulatory arrestdhca,4
total arch replacement,3
MORTALITY,1
PERFUSION,1
ANEURYSM,1
SURGERY,1
REPAIR,1
MALPERFUSION,1
STROKE,1
environmental regulation,2
technological innovation,2
carbon trading rights,3
energy efficiency,2
carbon peaking,2
carbon neutrality policies,3
MULTIFACTORIAL STRESS COMBINATION,3
CARBON EMISSIONS,2
CLIMATECHANGE,1
PERFORMANCE,1
GROWTH,1
Markup,1
Inflation rate,2
Nominal interest rate,3
Economic growth rate,3
Social welfare,2
Class struggle,2
RESEARCHANDDEVELOPMENT,1
INTELLECTUAL PROPERTYRIGHTS,2
DEVELOPMENT SUBSIDIES,2
CASH FLOW,2
GROWTH,1
MODEL,1
INEQUALITY,1
INNOVATION,1
PROTECTION,1
INFLATION,1
,1
AORTICVALVEREPLACEMENT,1
MAMMARY ARTERY,2
BYPASS,1
THORACOTOMY,1
Technology transfer,2
Technology transfer regulation,3
Regional development,2
Brazil,1
BAYHDOLE ACT,2
INTELLECTUAL PROPERTY,2
TRANSFER OFFICES,2
ACADEMIC ENTREPRENEURSHIP,2
COMMERCIALIZATION,1
PERFORMANCE,1
KNOWLEDGE,1
IMPACT,1
INNOVATION,1
CREATION,1
China,1
Innovation,1
Complementary effect,2
Government RD subsidies,3
Intellectual property rights protection,4
Pharmaceutical manufacturing industry,3
INSTITUTIONBASED VIEW,2
TAX INCENTIVES,2
TECHNOLOGICALCHANGE,1
DEVELOPINGCOUNTRIES,1
IPR PROTECTION,2
EFFICIENCY,1
PERFORMANCE,1
OWNERSHIP,1
PATENTS,1
COMPETITION,1
KEY WORDS,2
Interfaces,1
hybrid intangible goods,3
Industrial Design,2
Patent,1
Copyright,1
work of art,3
,1
Duck hepatitis a virus,4
Metaanalysis,1
Vaccine protection rate,3
Mainland China,2
Duck,1
MOLECULAR CHARACTERIZATION,2
HETEROGENEITY,1
Patent,1
Appropriability,1
Innovation collaboration,2
Open innovation,2
Services,1
Knowledgeintensive services,2
Intellectual property rights,3
OPENNESS,1
STRATEGY,1
MODEL,1
CAPABILITIES,1
PROTECTION,1
PARADOX,1
PATENTS,1
SEARCH,1
GROWTH,1
Competitive pressure,2
Innovation,1
Merger  acquisition,3
Takeover,1
Organization,1
Hierarchy,1
Incentive,1
Patents,1
RESEARCHANDDEVELOPMENT,1
CORPORATE GOVERNANCE,2
MARKET VALUE,2
FIRMS,1
UNCERTAINTY,1
SPILLOVERS,1
MODELS,1
STOCK,1
fragmentation,1
misappropriation,1
services,1
institutional environment,2
outsourcing,1
information and communication technologies,4
RESEARCHANDDEVELOPMENT,1
INTERNATIONAL EXPANSION,2
PROPERTYRIGHTS,1
MULTINATIONALCORPORATION,1
OFFSHORING INNOVATION,2
ORGANIZATIONAL DESIGN,2
ECONOMICGEOGRAPHY,1
TRANSACTION COSTS,2
PATENT PROTECTION,2
ENTRY STRATEGIES,2
Interrupted timeseries,2
Generic drugs,2
Physicians prescribing behaviour,3
Counterfactual analysis,2
Patent expiration,2
Pharmaceutical markets,2
TIMESERIES ANALYSIS,2
BRANDNAME,1
COST,1
MARKET,1
INTERVENTIONS,1
COMPETITION,1
STATINS,1
DOCTOR,1
POLICY,1
Corporate Governance,2
equity crowdfunding,2
direct shareholder structure,3
nominee structure,2
firm performance,2
VENTURE CAPITALINVESTMENT,2
EMPIRICALEVIDENCE,1
GOVERNANCE,1
CROWD,1
INNOVATION,1
KNOWLEDGE,1
CREATION,1
SUCCESS,1
FINANCE,1
WISDOM,1
COVID19 pandemic,2
incentives,1
intellectual property rights,3
law and economics,3
patent protection,2
INNOVATION,1
ANTICOMMONS,1
PROPERTY,1
TRAGEDY,1
DISEASES,1
COMMONS,1
Intellectual property,2
Prior art search,3
University library,2
Innovation Center Technological,3
Patent,1
SERVICES,1
ENTREPRENEURSHIP,1
Standards,1
Patents,1
SEP,1
Catchup,1
Incumbent,1
ICT,1
INTELLECTUAL PROPERTYRIGHTS,2
TELECOMMUNICATION INDUSTRY,2
ESSENTIAL PATENTS,2
MARKET VALUE,2
STANDARDS,1
INNOVATION,1
DETERMINANTS,1
TECHNOLOGY,1
CITATIONS,1
DIFFUSION,1
Appropriation,1
intellectual property,2
innovation,1
performance,1
strategy,1
RESEARCHANDDEVELOPMENT,1
TECHNOLOGICALINNOVATION,1
FIRM,1
PATENTS,1
APPROPRIABILITY,1
DETERMINANTS,1
ENTERPRISES,1
PROTECTION,1
PATTERNS,1
INDUSTRY,1
Intellectual property right,3
Design right,2
Uncertainty,1
Beliefs,1
Learning,1
EMPIRICALEVIDENCE,1
PATENT,1
INNOVATION,1
MARKET,1
FIRMS,1
INCENTIVES,1
STRATEGIES,1
INFORMATION,1
PERFORMANCE,1
LITIGATION,1
ESCA,1
plasma enhanced chemical vapor deposition,5
Raman spectroscopy,2
SEM,1
thin polycrystalline diamond film,4
Zircaloy2 pins protection against oxidation,5
DIAMOND FILMS,2
THINFILMS,1
ALLOYS,1
SPECTROSCOPY,1
CORROSION,1
FUEL,1
Competition law,2
Intellectual property rights,3
Article 101 TFEU,3
Article 102 TFEU,3
Refusal to supply,3
Reverse payment agreements,3
FRAND terms,2
,1
economic growth,2
innovation,1
Intellectual property rights,3
metaanalysis,1
technology diffusion,2
RESEARCHANDDEVELOPMENT,1
PATENT PROTECTION,2
LABOR DEMAND,2
TIMESERIES,1
INNOVATION,1
GROWTH,1
POLICY,1
RIGHTS,1
METAANALYSIS,1
PRODUCTIVITY,1
Illegal imitation,2
Intellectual property rights enforcement,4
Import prohibition,2
INTELLECTUAL PROPERTYRIGHTS,2
FOREIGN DIRECTINVESTMENT,2
PATENT PROTECTION,2
INNOVATION,1
WELFARE,1
GROWTH,1
,1
FORCED TECHNOLOGYTRANSFER,2
WTO LAW,2
US,1
CHINA,1
ECONOMICS,1
AUTONOMY,1
POLICY,1
Privatization,1
Economic growth,2
RD,1
Intellectual property rights,3
RESEARCHANDDEVELOPMENT,1
MIXED OLIGOPOLY,2
DEVELOPMENT COMPETITION,2
PRIVATE,1
PERFORMANCE,1
PROTECTION,1
OWNERSHIP,1
DUOPOLY,1
Cancer,1
crossnational,1
Europe,1
generics,1
health policy,2
pricing,1
ENHANCE PRESCRIBING EFFICIENCY,3
ONGOING INITIATIVES,2
CANCER MEDICINES,2
CLINICAL BENEFIT,2
DRUGS,1
BIOSIMILARS,1
COUNTRIES,1
IMPLEMENTATION,1
AUTHORITIES,1
THERAPIES,1
Cooperative patent classification,3
Patentbased framework,2
Principal component analysis,3
Random forest classifier,3
Technological knowledge stock,3
PRINCIPALCOMPONENT ANALYSIS,2
PATENT QUALITY ANALYSIS,3
ENERGYSTORAGE,1
MANAGEMENTSYSTEM,1
ELECTRIC VEHICLES,2
UNITEDSTATES,1
INNOVATION,1
PERFORMANCE,1
CHALLENGES,1
SUSTAINABILITY,1
Technological cooperation,2
Technological routes,2
Emerging technology,2
Sustainable technologies,2
Solar energy,2
CITATION NETWORK,2
OPEN INNOVATION,2
TRAJECTORIES,1
DYNAMICS,1
SYSTEMS,1
INFORMATION,1
INDUSTRY,1
CHINA,1
CELLS,1
Intellectual property,2
trade,1
China,1
panel data,2
threshold effect,2
INTELLECTUAL PROPERTYRIGHTS,2
BILATERAL INTRAINDUSTRY TRADE,3
FOREIGN DIRECTINVESTMENT,2
PATENT RIGHTS,2
GRAVITY MODEL,2
INTERNATIONALTRADE,1
EMPIRICALEVIDENCE,1
US EXPORTS,2
INNOVATION,1
DETERMINANTS,1
Zea mays L,3
ExPVP inbred lines,3
Quality traits,2
NCII design,2
Combining ability analysis,3
GCA,1
SCA,1
VARIETY,1
Tabebuia alliance,2
genotypingbysequencing,1
molecular marker,2
species identification,2
cultivar variation,2
fingerprints,1
GENETIC DIVERSITY,2
MICROSATELLITE MARKERS,2
MOLECULAR MARKERS,2
PROTECTION,1
EVOLUTION,1
ORIGIN,1
PrEP,1
modeling,1
PKPD,1
translation,1
repurposing,1
resourceconstrained,1
costefficient,1
PEP,1
NONNUCLEOSIDE REVERSETRANSCRIPTASE,2
ANTIRETROVIRAL DRUG CONCENTRATIONS,3
RESPONSE CURVE SLOPE,3
PREEXPOSURE PROPHYLAXIS,2
INVIVO,1
SECONDARY METABOLISM,2
PROTEINBINDING,1
VIRAL DYNAMICS,2
GENITALTRACT,1
600 MG,2
Strategy,1
Intellectual property protection mechanism,4
Outbound open innovation,3
Innovation performance,2
Impromptu intellectual property strategy,4
Collaboration,1
APPROPRIATION MECHANISMS,2
PRODUCT INNOVATION,2
EMPIRICALEVIDENCE,1
IP STRATEGY,2
APPROPRIABILITY,1
PERFORMANCE,1
MANAGEMENT,1
PATENTS,1
FIRMS,1
COOPETITION,1
Indigenous peoples,2
Indigenous Traditional Knowledge,3
Traditional Knowledge Commons,3
Intellectual Property Rights,3
sui generis systems,3
global benefitsharing,2
PROPERTY,1
RIGHTS,1
TRAGEDY,1
,1
VERTICAL INTEGRATION,2
PATENT PROTECTION,2
RIGHTS,1
DETERMINANTS,1
CONTRACTS,1
Intellectual property IP,3
Intellectual property right IPR,4
Traditional knowledgeTK,2
,1
,1
RESEARCHANDDEVELOPMENT,1
ACCUMULATION,1
INFORMATION,1
INVESTMENT,1
Least developed countries,3
LDC transitional exemption,3
World trade organization,3
QUANTILE REGRESSION,2
PATENT PROTECTION,2
ECONOMICGROWTH,1
INNOVATION,1
RIGHTS,1
TRADE,1
DIFFERENCE,1
IMPACT,1
DETERMINANTS,1
POLICY,1
Intellectual property rights,3
Market expansion effects,3
Market power effects,3
Poisson pseudo maximum likelihood,4
Third countries,2
PATENT RIGHTS,2
INTERNATIONALTRADE,1
EXPORTS,1
GRAVITY,1
DETERMINANTS,1
TECHNOLOGY,1
MATTER,1
AGREEMENTS,1
IMITATION,1
QUALITY,1
Intellectual property rights,3
Seed trade,2
Gravity equation,2
PATENT RIGHTS,2
PROTECTION,1
INNOVATION,1
ADOPTION,1
GRAVITY,1
ACCESS,1
DETERMINANTS,1
COUNTRIES,1
,1
,1
acquisitions,1
contracts,1
technology ventures,2
innovation disclosure,2
adverse selection,2
RESEARCHANDDEVELOPMENT,1
ADVERSE CHANGE CLAUSES,3
JOINTVENTURES,1
MERGERS,1
MARKET,1
FIRMS,1
PERFORMANCE,1
SELECTION,1
EARNOUTS,1
INFORMATION,1
medical countermeasures against COVID19,4
immunization as a global public good,6
community interests under international law,5
international intellectual property rights,4
TRIPS Agreement,2
TRADE,1
Wave energy converter,3
Multipurpose shore protection,3
Wave breaking,2
Artificial reef,2
Proof of concept,3
Invention,1
TECHNOLOGIES,1
BREAKING,1
BREAKWATER,1
Decompression illness,2
Pathophysiology,1
Righttoleft shunt,2
Wetsuit,1
NEOPRENE WETSUIT,2
SHUNTS,1
Intraindustry trade,2
international trade,2
intellectual property rights,3
INTRAINDUSTRY TRADE,2
PATENT RIGHTS,2
MONOPOLISTIC COMPETITION,2
PRODUCT DIFFERENTIATION,2
INTERNATIONALTRADE,1
DETERMINANTS,1
ECONOMIES,1
SCALE,1
Dural,1
fistula,1
dural sinus,2
embolization,1
BALLOON PROTECTION,2
SIGMOID SINUS,2
ONYX,1
TRANSVERSE,1
,1
INFORMATION,1
COMPETITION,1
BIAS,1
Intellectual property rights,3
Innovation,1
Intellectual property,2
International trade,2
Technology policy,2
INCREASING RETURNS,2
PATENT PROTECTION,2
ECONOMICGROWTH,1
TRADE,1
RIGHTS,1
PRODUCT,1
INSTITUTIONS,1
SPILLOVERS,1
IMPACT,1
security,1
corporate security,2
competitiveness,1
information security,2
physical security,2
,1
IPRs,1
Segmented markets,2
Market penetration,2
Business stealing,2
Investment,1
INTELLECTUAL PROPERTYRIGHTS,2
PATENT STRENGTH,2
ENTRY,1
FIRMS,1
Trade secrets,2
Intellectual property,2
Competitive threats,2
Predation risk,2
Market dynamics,2
Product market concentration,3
RESEARCHANDDEVELOPMENT,1
PROPERTYRIGHTS,1
CORPORATE DISCLOSURE,2
ANALYST COVERAGE,2
COMPETITION,1
INNOVATION,1
INDUSTRY,1
INVESTMENTS,1
INFORMATION,1
OWNERSHIP,1
Intellectual property rights,3
International migration,2
Innovation,1
Knowledge flows,2
Brain drain,2
Diaspora,1
RESEARCHANDDEVELOPMENT,1
BRAINDRAIN,1
INTERNATIONAL MIGRATION,2
EMPIRICALEVIDENCE,1
PATENT PROTECTION,2
TRADE,1
GROWTH,1
IMPACT,1
INCOME,1
Banker directors,2
Green credit policy,3
Green innovation,2
RESEARCHANDDEVELOPMENT,1
ENVIRONMENTALREGULATION,1
PATENT PROTECTION,2
PERFORMANCE,1
FINANCE,1
BOARDS,1
GUANXI,1
INCENTIVES,1
CHINA,1
MODEL,1
Agricultural biotechnology,2
Agricultural research output,3
Count data analysis,3
Public and private RD,4
Research and development investment,4
PRODUCTIVITY GROWTH,2
PUBLICINVESTMENT,1
INDUSTRY,1
Corporate key laboratory,3
Innovation,1
Corporate science,2
Human capital,2
R  D subsidy,4
RESEARCHANDDEVELOPMENT,1
INNOVATION EVIDENCE,2
FINANCIAL CONSTRAINTS,2
INVESTMENT,1
SCIENCE,1
PATENT,1
RIGHTS,1
EXPERIENCE,1
MANAGEMENT,1
RELIGION,1
democratization of science and technology,5
genetic diversity,2
intellectual property,2
maize germplasm,2
onfarm genetic diversity,3
Zea mays,2
HYBRID MAIZE,2
GERMPLASM,1
CORN,1
Intellectual property rights,3
Innovation,1
Imitation,1
Duopoly,1
Developing countries,2
PATENT PROTECTION,2
PARALLEL TRADE,2
INNOVATION,1
PRICE,1
PHARMACEUTICALS,1
DIFFERENTIATION,1
CHOICE,1
Licensing,1
Sequentiality,1
Oligopoly,1
Competition,1
Technology adoption,2
L13,1
L20,1
L40,1
DIVISIONALIZATION,1
MARKET,1
China,1
intellectual property protection,3
legal enforcement,2
INSTITUTIONBASED VIEW,2
PROTECTION,1
REFORM,1
Forecasting technology trend,3
Patent analysis,2
Low emission vehicle,3
OFTHEART,1
ELECTRIC VEHICLES,2
EMERGING TECHNOLOGIES,2
EMPIRICALANALYSIS,1
GOVERNMENT POLICY,2
HYBRID,1
INNOVATION,1
CLASclosure,1
ASDPDAPFO,1
CONAcongenital heart disease,3
adults,1
EMBPembolic protection devices,3
IAFimaging,1
angiographicfluoroscopic,1
TRANSESOPHAGEAL ECHOCARDIOGRAPHY,2
PARADOXICAL EMBOLISM,2
STROKE,1
THROMBUS,1
SIZE,1
RISK,1
valuation,1
licensing deal,2
drug class,2
royalty rate,2
upfront fee,2
milestones,1
deal value,2
regression,1
biotech industry,2
attrition rate,2
TECHNOLOGY,1
PROTECTION,1
MARKET,1
Appropriation mechanisms,2
Formal appropriation,2
Informal appropriation,2
External search openness,3
Incremental innovators,2
Radical innovators,2
INTELLECTUAL PROPERTY,2
CAPTURE VALUE,2
PATENTS,1
SEARCH,1
INNOVATIONS,1
PERFORMANCE,1
PROTECTION,1
APPROPRIABILITY,1
DISCLOSURE,1
STRATEGY,1
Environmental protection expenditure,3
Innovation,1
Patent,1
Longitudinal data,2
PANELDATA,1
GROWTH,1
SPILLOVERS,1
IMPACT,1
POLICY,1
WEAK,1
Industrial design,2
intellectual property,2
startups,1
innovation adoption,2
INNOVATION,1
PASSION,1
MODELS,1
,1
MACULAR HOLE SURGERY,3
INDOCYANINE GREEN,2
TRYPAN BLUE,2
TRIAMCINOLONE ACETONIDE,2
SUBRETINAL INJECTION,2
PATENT BLUE,2
RABBITS,1
VITRECTOMY,1
Local content requirements,3
Solar energy,2
Auctions,1
Green industrial policy,3
Staggered differenceindifference,2
Propensity score matching,3
RENEWABLE ELECTRICITY,2
PROTECTION,1
DEPLOYMENT,1
INDUSTRY,1
POWER,1
BIAS,1
Appropriation strategy,2
counterfeit,1
intellectual property rights,3
litigation,1
value capturing,2
RESEARCHANDDEVELOPMENT,1
STRATEGIES,1
PATENTS,1
Antelope horn,2
Cyt b,2
identification,1
melting curve analysis,3
LINKEDIMMUNOSORBENTASSAY,1
PCR,1
DIFFERENTIATION,1
PRODUCT,1
Remanufacturing,1
Patented product,2
Fixedfee licensing,2
Royalty licensing,2
Game theory,2
RESEARCHANDDEVELOPMENT,1
TAKEBACK,1
COMPETITION,1
STRATEGY,1
CONTRACTS,1
CHANNEL,1
MARKET,1
PRODUCTS,1
genetic resources,2
TRIPs Agreement,2
Convention on Biological Diversity,4
patent,1
disclosure of origin,3
,1
Intellectual property IP,3
Patents,1
Indices,1
TRIPS,1
Law on the books,4
Law in practice,3
RESEARCHANDDEVELOPMENT,1
FOREIGN DIRECTINVESTMENT,2
PATENT PROTECTION,2
RIGHTS,1
KNOWLEDGE,1
PERFORMANCE,1
STRENGTH,1
COUNTRY,1
INDEX,1
GOVERNANCE,1
biotechnology,1
developing countries,2
economic development,2
industry studies,2
DEVELOPMENT INVESTMENT,2
POLICY,1
PROTECTION,1
FOOD,1
,1
RULES,1
,1
JUSTICE,1
PRINGLE,1
COURT,1
CNO,1
CRMO,1
Treatment,1
Trial,1
Study,1
Osteomyelitis,1
Consensus,1
Outcome,1
RECURRENT MULTIFOCAL OSTEOMYELITIS,3
RHEUMATOLOGY PRELIMINARY DEFINITION,3
SAPHO SYNDROME,2
CHILDREN,1
IMPROVEMENT,1
MONOCYTES,1
ANAKINRA,1
budget impact analysis,3
drugs,1
Europe,1
nononcological diseases,2
ultraorphan,1
RARE,1
PRINCIPLES,1
RD,1
Innovation,1
IPRprotection,1
Multinational,1
Employee mobility,2
INTELLECTUAL PROPERTYRIGHTS,2
RENTSEEKING,1
TRADE,1
PATENT,1
FIRMS,1
IMITATION,1
LOCATION,1
MOBILITY,1
IMPACT,1
RACE,1
,1
,1
Financial development,2
RD activities,2
Patent protection,2
Knowledge production function,3
ARDL,1
INTELLECTUAL PROPERTYRIGHTS,2
ECONOMICGROWTH,1
SECTOR DEVELOPMENT,2
INNOVATION,1
LIBERALIZATION,1
DETERMINANTS,1
PERFORMANCE,1
DEPENDENCE,1
OPENNESS,1
SYSTEMS,1
DIGITAL SUSTAINABILITY,2
DATA PROTECTION,2
PRIMARY EDUCATION,2
COMPETENCYBASED TEACHING,2
PROFESSIONAL TRAINING,2
COMPETENCE,1
EDUCATION,1
Pharmaceutical market,2
COVID19,1
medications,1
patent protection,2
parallel imports,2
medical law,2
,1
Bibliometric,1
Patent,1
Groundwater contamination,2
Social network analysis,3
SOCIAL NETWORK ANALYSIS,3
AFFILIATION NETWORKS,2
SUSTAINED TREATMENT,2
PATENT ANALYSIS,2
WATERTREATMENT,1
BIODEGRADATION,1
TECHNOLOGY,1
ADSORPTION,1
SCIENCE,1
IMPACT,1
Incremental innovation,2
Transition economies,2
Financing constraints,2
IPR protection,2
Probit model,2
RESEARCHANDDEVELOPMENT,1
DEVELOPMENT INVESTMENT,2
PATENT PROTECTION,2
CREDIT CONSTRAINTS,2
PRODUCT INNOVATION,2
EMPIRICALEVIDENCE,1
GROWTH,1
IMITATION,1
DETERMINANTS,1
TECHNOLOGY,1
,1
GENETICRESOURCES,1
DENT CORN,2
GREENREVOLUTION,1
DIVERSITY,1
IMPROVEMENT,1
PROTECTION,1
INBREDS,1
intellectual property,2
copyright,1
patent,1
plagiarism,1
creative commons,2
DISREGARD INADMISSIBLE EVIDENCE,3
CHILDRENS RESPONSE,2
PIRACY,1
LAW,1
COPYCAT,1
NORMS,1
Electrostatic discharges ESDs,3
lumpedelement model LEM,3
protection,1
spacecraft SC SpektrR,3
,1
fluidisedbed steam dryer,3
product inlet,2
distribution plate,2
plug protection system,3
rotary weir,2
,1
experience,1
innovation,1
patents,1
pharmaceuticals,1
RESEARCHANDDEVELOPMENT,1
EMPIRICALANALYSIS,1
TECHNOLOGICAL DIVERSIFICATION,2
PATENT PROTECTION,2
MARKETSTRUCTURE,1
PRODUCT,1
PERFORMANCE,1
INDICATORS,1
MANAGEMENT,1
SEARCH,1
Absorptive capacity,2
Buyerseller relationships,2
Innovation protection,2
Types of customers,3
ABSORPTIVECAPACITY,1
KNOWLEDGE,1
TIES,1
ACQUISITION,1
PERFORMANCE,1
ALLIANCES,1
NETWORK,1
TRUST,1
FIRMS,1
EMBEDDEDNESS,1
Aspiration,1
Recurrent laryngeal nerve,3
Infant,1
Esophagus,1
Deglutition,1
Deglutition disorders,2
PATENT DUCTUSARTERIOSUS,2
VOCAL FOLD IMMOBILITY,3
THYROIDSURGERY,1
EMG ACTIVITY,2
INJURY,1
PARALYSIS,1
SUCKING,1
MODEL,1
MECHANISM,1
RECOVERY,1
intellectual property pledge financing,4
enterprise innovation,2
urban sustainable development,3
digital economy,2
staggered DID,2
RESEARCHANDDEVELOPMENT,1
ORGANIZATIONAL INNOVATION,2
SHORTTERMISM,1
MARKET VALUE,2
INVESTMENT,1
PERFORMANCE,1
PATENTS,1
HORIZON,1
Intellectual property,2
Judicial protection,2
Innovationdriven,1
Business performance,2
K40,1
O31,1
O34,1
L25,1
INTELLECTUAL PROPERTYRIGHTS,2
FIRM PERFORMANCE,2
OPERATING PERFORMANCE,2
PATENT RIGHTS,2
PROTECTION,1
DYNAMICS,1
IMPACT,1
POLICY,1
GROWTH,1
ENFORCEMENT,1
alternate crystalline form,3
bioequivalency,1
neratinib,1
polymorphism,1
BREASTCANCER,1
Sectoral innovation system,3
Solar photovoltaics,2
Institutions,1
Crystallinesilicon market,2
Patent analysis,2
Environment,1
RENEWABLE ENERGY TECHNOLOGY,3
SOLAR PV,2
SECTORAL SYSTEMS,2
POWER INDUSTRY,2
POLICY MIX,2
CAPABILITIES,1
COEVOLUTION,1
NETWORKS,1
DYNAMICS,1
ECONOMY,1
Malaria,1
Human pegivirus,2
Controlled human malaria infection,4
Immune activation,2
Antibody response,2
PfSPZ vaccine,2
G VIRUS,2
PREVALENCE,1
PROTECTION,1
WOMEN,1
CONGO,1
R  D innovation,4
R  D tax credits,5
Financial markets,2
Intellectual property protection,3
Technological change,2
INTELLECTUAL PROPERTYRIGHTS,2
DEVELOPMENT TAX CREDITS,3
PATENT RIGHTS,2
FINANCIAL DEVELOPMENT,2
INNOVATION,1
GROWTH,1
CONSTRAINTS,1
INCENTIVES,1
PROTECTION,1
TECHNOLOGY,1
Law,1
conservation,1
wellbeing,1
oceans,1
human,1
health,1
biopiracy,1
bioprospecting,1
patent,1
litter,1
COASTAL PROXIMITY,2
BIODIVERSITY,1
ENVIRONMENT,1
INGESTION,1
DEBRIS,1
BEACH,1
SEA,1
intellectual property rights,3
development,1
international trade,2
threat of imitation,3
FOREIGN PATENT RIGHTS,3
INTERNATIONALTRADE,1
US EXPORTS,2
public direct RD grants,4
RD tax credit,3
intellectual property rights,3
regional innovation efficiency,3
MLP,1
RESEARCHANDDEVELOPMENT,1
DEVELOPMENT TAX CREDITS,3
FOREIGN DIRECTINVESTMENT,2
FIRM INNOVATION,2
CATCHUP,1
DEVELOPMENT SUBSIDIES,2
CORPORATE GOVERNANCE,2
ABSORPTIVECAPACITY,1
PUBLIC SUBSIDIES,2
PATENT RIGHTS,2
,1
INTELLECTUAL PROPERTYRIGHTS,2
INTERNATIONALTRADE,1
EXPORT PRICES,2
PRODUCTIVITY,1
MARKET,1
IMPACT,1
DETERMINANTS,1
INVESTMENT,1
PROTECTION,1
DYNAMICS,1
intellectual property rights,3
green technology innovation,3
open innovation,2
human capital,2
sustainable development,2
RESEARCHANDDEVELOPMENT,1
ENVIRONMENTAL INNOVATION,2
EMPIRICALEVIDENCE,1
DEVELOPMENT COOPERATION,2
RIGHTS,1
SPILLOVERS,1
DETERMINANTS,1
ENFORCEMENT,1
STRATEGY,1
LAWS,1
Secrecy,1
Information disclosure,2
Knowledge visibility,2
Technological clusters,2
Innovation performance,2
RESEARCHANDDEVELOPMENT,1
INTERORGANIZATIONAL IMITATION,2
TECHNOLOGICALINNOVATION,1
DISCLOSURE,1
PATENTS,1
SEARCH,1
FIRMS,1
PERFORMANCE,1
STRATEGIES,1
COMPLEMENTARITY,1
ZnFe 2 O 4IP 6Au NPs,6
Synergistic effect,2
SERS,1
Onsite detection,2
Patent blue V,3
ENHANCED RAMANSCATTERING,2
RAPID DETECTION,2
PERFORMANCE,1
METAL,1
TRANSITION,1
DRINKS,1
Technology transfer,2
International business,2
Reverse technology transfer,3
INNOVATION,1
PROTECTION,1
Plasmodium,1
UIS3,1
liver stage,2
malaria,1
sterile protection,2
synergy,1
vaccines,1
HIGHEFFICIENCY TRANSFECTION,2
CD8 TCELLS,2
CIRCUMSPOROZOITE PROTEIN,2
IMMUNERESPONSES,1
LIVER,1
BERGHEI,1
IMMUNIZATION,1
PROTECTION,1
ADENOVIRUS,1
SELECTION,1
air pollution emissions,3
environmental protection,2
intellectual property rights IPR,4
NorthSouth trade,2
TRIPs agreement,2
INTELLECTUAL PROPERTYRIGHTS,2
ENVIRONMENTAL KUZNETS CURVE,3
STRONGER PATENTS INDUCE,3
EMPIRICALEVIDENCE,1
PROTECTION,1
TECHNOLOGY,1
INNOVATION,1
DIFFUSION,1
TRADE,1
LAW,1
,1
PATENT DUCTUSARTERIOSUS,2
DIFFERENTIAL EXPRESSION,2
GENEEXPRESSION,1
INDOMETHACIN,1
DRUGS,1
PERFORATION,1
Institutional investors communication,3
green innovation,2
investors green activism,3
green governance,2
JEL,1
C78,1
G23,1
G34,1
O31,1
O33,1
RESEARCHANDDEVELOPMENT,1
GOVERNANCE,1
PERFORMANCE,1
ENVIRONMENT,1
OWNERSHIP,1
Myocardial protection,2
Cardioplegia,1
Reoperation,1
Outcomes,1
Patient safety,2
AORTICVALVEREPLACEMENT,1
THORACIC ARTERY GRAFT,3
MYOCARDIAL PROTECTION,2
SURGERY,1
HEART,1
corporate transparency,2
RD,1
innovation,1
insider trading enforcement,3
European Union,2
IFRS,1
international accounting,2
security market regulation,3
disclosure,1
MANDATORY IFRS ADOPTION,3
FINANCIAL DEVELOPMENT,2
TECHNOLOGICALINNOVATION,1
ECONOMIC CONSEQUENCES,2
INFORMATION ASYMMETRY,2
INVESTMENT DECISIONS,2
PATENT PROTECTION,2
WORLD PRICE,2
DISCLOSURE,1
GROWTH,1
variable stiffness couplings,3
pneumatic torsional vibration tuners,4
design,1
patents,1
properties,1
,1
E41,1
O30,1
O40,1
economic growth,2
RD,1
inflation,1
monetary policy,2
patent policy,2
RESEARCHANDDEVELOPMENT,1
ENDOGENOUS GROWTH,2
PATENT PROTECTION,2
ECONOMICGROWTH,1
WELFARE COST,2
INFLATION,1
MONEY,1
MODEL,1
TECHNOLOGY,1
INVESTMENT,1
,1
RISK REDUCTION,2
AGENCY COSTS,2
FIRM,1
DIVERSIFICATION,1
OWNERSHIP,1
